Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,
2023-05-03,19:30,AmaZulu,2–2,Sundowns,,Moses Mabhida Stadium,Michael Mosemeng,Match Report,
2023-05-03,19:30,Cape Town City,0–0,Golden Arrows,,DHL Stadium,Xola Sitela,Match Report,
2023-05-03,19:30,Maritzburg Utd,2–2,Marumo Gallants FC,,Harry Gwala Stadium,Abongile Tom,Match Report,
2023-05-03,19:30,Richards Bay FC,2–3,Chippa Utd,,King Goodwill Zwelithini Stadium,Christopher Kistoor,Match Report,
2023-05-06,19:00,Marumo Gallants FC,0–2,Sundowns,,Peter Mokaba Stadium,Christopher Kistoor,Match Report,
2023-05-13,15:00,Orlando Pirates,1–1,Sekhukhune United FC,,Orlando Stadium,Thapelo Keshwa,Match Report,
2023-05-13,15:00,SuperSport,1–0,Kaizer Chiefs,,Lucas Masterpieces Moripe Stadium,Sikhumbuzo Gasa,Match Report,
2023-05-13,15:00,Maritzburg Utd,1–0,Stellenbosch FC,,Harry Gwala Stadium,Michael Mosemeng,Match Report,
2023-05-13,15:00,Cape Town City,2–0,Richards Bay FC,,DHL Stadium,Xola Sitela,Match Report,
2023-05-13,15:00,Royal Eagles FC,0–1,Moroka Swallows,,Chatsworth Stadium,Mokhele Thulo,Match Report,
2023-05-13,15:00,Golden Arrows,1–0,AmaZulu,,Princess Magogo Stadium,Christopher Kistoor,Match Report,
2023-05-13,15:00,TS Galaxy,4–0,Chippa Utd,,Mbombela Stadium,Masixole Bambiso,Match Report,
2023-05-16,19:30,Sundowns,1–1,Maritzburg Utd,,Loftus Versfeld Stadium,Masixole Bambiso,Match Report,
2023-05-20,15:00,Richards Bay FC,0–0,Royal Eagles FC,,King Goodwill Zwelithini Stadium,Masixole Bambiso,Match Report,
2023-05-20,15:00,Stellenbosch FC,2–1,TS Galaxy,,Danie Craven Stadium,Tshidiso Mkwanazi,Match Report,
2023-05-20,15:00,Sekhukhune United FC,1–0,SuperSport,,Peter Mokaba Stadium,Sikhumbuzo Gasa,Match Report,
2023-05-20,15:00,AmaZulu,0–4,Orlando Pirates,,Moses Mabhida Stadium,Cedrick Muvhali,Match Report,
2023-05-20,15:00,Kaizer Chiefs,0–1,Cape Town City,,FNB Stadium,Facundo Andújar,Match Report,
2023-05-20,15:00,Moroka Swallows,2–0,Marumo Gallants FC,,Volkswagen Dobsonville Stadium,Philangenkosi Khumalo,Match Report,
2023-05-20,15:00,Chippa Utd,0–0,Golden Arrows,15873.0,Nelson Mandela Bay Stadium,Thando Ndzandzeka,Match Report,
