Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,
2023-11-07,19:30,Cape Town City,2–1,Chippa Utd,,DHL Stadium,Philangenkosi Khumalo,Match Report,
2023-11-07,19:30,Stellenbosch FC,2–1,Richards Bay FC,,Danie Craven Stadium,Thando Ndzandzeka,Match Report,
2023-11-08,19:30,Kaizer Chiefs,3–2,Ajax Cape Town,,Peter Mokaba Stadium,Michael Mosemeng,Match Report,
2023-11-08,19:30,Moroka Swallows,1–0,TS Galaxy,,Volkswagen Dobsonville Stadium,Eugene Mdluli,Match Report,
2023-11-08,19:30,Polokwane City,1–1,SuperSport,,Pietersburg Stadium,Tshidiso Mkwanazi,Match Report,
2023-11-10,19:30,Cape Town City,2–0,Royal Eagles FC,,DHL Stadium,Olani Kwinda,Match Report,
2023-11-11,15:30,Polokwane City,0–0,Moroka Swallows,,Pietersburg Stadium,Philangenkosi Khumalo,Match Report,
2023-11-11,15:30,Kaizer Chiefs,0–1,Orlando Pirates,,Peter Mokaba Stadium,Sikhumbuzo Gasa,Match Report,
2023-11-11,20:00,Chippa Utd,0–0,Stellenbosch FC,,Nelson Mandela Bay Stadium,Tshidiso Maruping,Match Report,
2023-11-12,15:30,Richards Bay FC,1–0,Ajax Cape Town,,King Goodwill Zwelithini Stadium,Luxolo Badi,Match Report,
2023-11-12,15:30,Golden Arrows,1–3,AmaZulu,,Mpumalanga Town Stadium,Masixole Bambiso,Match Report,
2023-11-12,17:45,Sekhukhune United FC,2–1,SuperSport,,Pietersburg Stadium,Thando Ndzandzeka,Match Report,
2023-11-25,15:30,Richards Bay FC,0–0,Orlando Pirates,,King Goodwill Zwelithini Stadium,Jelly Chavani,Match Report,
2023-11-25,15:30,AmaZulu,0–1,Stellenbosch FC,,Moses Mabhida Stadium,Luxolo Badi,Match Report,
2023-11-25,17:45,Ajax Cape Town,1–2,Royal Eagles FC,,DHL Stadium,Thando Ndzandzeka,Match Report,
2023-11-26,15:30,TS Galaxy,3–0,Polokwane City,,Mbombela Stadium,Philangenkosi Khumalo,Match Report,
2023-11-26,15:30,Moroka Swallows,0–1,Kaizer Chiefs,,Volkswagen Dobsonville Stadium,Abongile Tom,Match Report,
2023-11-26,17:45,Golden Arrows,0–1,Cape Town City,,Mpumalanga Town Stadium,Cedrick Muvhali,Match Report,
2023-11-28,19:30,Ajax Cape Town,0–3,Stellenbosch FC,,DHL Stadium,Cedrick Muvhali,Match Report,
2023-11-29,19:30,SuperSport,0–2,Sundowns,,Lucas Masterpieces Moripe Stadium,Christopher Kistoor,Match Report,
2023-12-05,19:30,Orlando Pirates,2–0,Moroka Swallows,,Orlando Stadium,Thokozani Mkhize,Match Report,
2023-12-06,19:30,AmaZulu,0–1,Sundowns,,Moses Mabhida Stadium,Thabo khabela,Match Report,
2023-12-06,19:30,Sekhukhune United FC,2–0,Chippa Utd,,Pietersburg Stadium,Cedrick Muvhali,Match Report,
2023-12-08,19:30,Stellenbosch FC,1–0,Cape Town City,,Danie Craven Stadium,Philangenkosi Khumalo,Match Report,
2023-12-09,15:30,Polokwane City,0–1,Kaizer Chiefs,,Pietersburg Stadium,Jelly Chavani,Match Report,
2023-12-09,17:45,Chippa Utd,2–0,Golden Arrows,,Nelson Mandela Bay Stadium,Thando Ndzandzeka,Match Report,
2023-12-09,20:00,Orlando Pirates,1–0,TS Galaxy,,Orlando Stadium,Luxolo Badi,Match Report,
2023-12-10,15:30,Royal Eagles FC,3–2,Richards Bay FC,,Harry Gwala Stadium,Eugene Mdluli,Match Report,
2023-12-13,19:30,AmaZulu,1–0,Sekhukhune United FC,,Moses Mabhida Stadium,Olani Kwinda,Match Report,
2023-12-13,19:30,Sundowns,3–0,Ajax Cape Town,,Loftus Versfeld Stadium,Jelly Chavani,Match Report,
2023-12-15,15:30,Moroka Swallows,1–2,SuperSport,,Volkswagen Dobsonville Stadium,Sikhumbuzo Gasa,Match Report,
2023-12-17,15:30,Golden Arrows,1–2,Orlando Pirates,,Mpumalanga Town Stadium,Masixole Bambiso,Match Report,
2023-12-22,19:30,AmaZulu,1–1,Ajax Cape Town,,Moses Mabhida Stadium,Luxolo Badi,Match Report,
2023-12-23,15:30,Chippa Utd,1–2,Polokwane City,,Nelson Mandela Bay Stadium,,Match Report,
2023-12-23,15:30,Golden Arrows,0–2,TS Galaxy,,Mpumalanga Town Stadium,Jelly Chavani,Match Report,
2023-12-23,15:30,Royal Eagles FC,0–0,Moroka Swallows,,Harry Gwala Stadium,,Match Report,
2023-12-23,15:30,Kaizer Chiefs,1–0,Richards Bay FC,,Peter Mokaba Stadium,Abongile Tom,Match Report,
2023-12-23,17:45,SuperSport,3–1,Orlando Pirates,,Lucas Masterpieces Moripe Stadium,Tshidiso Maruping,Match Report,
2023-12-24,15:30,Cape Town City,0–0,Sundowns,,DHL Stadium,Sikhumbuzo Gasa,Match Report,
2023-12-27,19:30,Sundowns,3–0,Moroka Swallows,,Loftus Versfeld Stadium,,Match Report,Match awarded to Sundowns
2023-12-29,17:45,AmaZulu,3–0,Royal Eagles FC,,Moses Mabhida Stadium,Thando Ndzandzeka,Match Report,
2023-12-29,20:00,Orlando Pirates,2–3,Stellenbosch FC,,Orlando Stadium,Abongile Tom,Match Report,
2023-12-30,15:30,TS Galaxy,2–0,Chippa Utd,,Mbombela Stadium,Mokhele Thulo,Match Report,
2023-12-30,15:30,Moroka Swallows,0–3,Golden Arrows,,Volkswagen Dobsonville Stadium,,Match Report,Match awarded to Golden Arrows
2023-12-30,15:30,Richards Bay FC,3–1,SuperSport,,King Goodwill Zwelithini Stadium,Jelly Chavani,Match Report,
2023-12-30,17:45,Sundowns,0–0,Polokwane City,,Loftus Versfeld Stadium,,Match Report,
2023-12-30,20:00,Sekhukhune United FC,1–1,Kaizer Chiefs,,Pietersburg Stadium,Philangenkosi Khumalo,Match Report,
2023-12-31,15:30,Ajax Cape Town,0–2,Cape Town City,,DHL Stadium,Michael Mosemeng,Match Report,
2024-02-16,19:30,SuperSport,1–1,Stellenbosch FC,,Lucas Masterpieces Moripe Stadium,Thabo khabela,Match Report,
2024-02-17,15:30,Moroka Swallows,0–1,Polokwane City,,Volkswagen Dobsonville Stadium,Xola Sitela,Match Report,
2024-02-17,15:30,Chippa Utd,1–1,Cape Town City,,Nelson Mandela Bay Stadium,Eugene Mdluli,Match Report,
2024-02-17,17:30,Sekhukhune United FC,3–1,Richards Bay FC,,Pietersburg Stadium,,Match Report,
2024-02-17,17:45,Ajax Cape Town,3–1,AmaZulu,,DHL Stadium,Moreki Lekwape,Match Report,
2024-02-17,20:00,Sundowns,1–1,Orlando Pirates,,Loftus Versfeld Stadium,Thando Ndzandzeka,Match Report,
2024-02-18,15:30,Royal Eagles FC,0–0,Kaizer Chiefs,,Harry Gwala Stadium,Masixole Bambiso,Match Report,
2024-02-18,17:45,TS Galaxy,3–1,Golden Arrows,,Mbombela Stadium,Luxolo Badi,Match Report,
2024-02-27,19:30,Sundowns,3–0,AmaZulu,,Loftus Versfeld Stadium,Luxolo Badi,Match Report,
2024-02-28,19:30,Cape Town City,1–1,SuperSport,,DHL Stadium,Sikhumbuzo Gasa,Match Report,
2024-02-28,19:30,Golden Arrows,0–1,Sekhukhune United FC,,Mpumalanga Town Stadium,Facundo Andújar,Match Report,
2024-03-01,19:30,Stellenbosch FC,1–1,Chippa Utd,,Danie Craven Stadium,Tshidiso Mkwanazi,Match Report,
2024-03-02,15:30,Polokwane City,0–1,Orlando Pirates,,Pietersburg Stadium,Sikhumbuzo Gasa,Match Report,
2024-03-02,17:30,Kaizer Chiefs,0–0,Moroka Swallows,,Peter Mokaba Stadium,Olani Kwinda,Match Report,
2024-03-02,20:00,Richards Bay FC,1–2,Royal Eagles FC,,King Goodwill Zwelithini Stadium,Luxolo Badi,Match Report,
2024-03-03,15:30,Ajax Cape Town,2–0,TS Galaxy,,DHL Stadium,Thabo khabela,Match Report,
2024-03-05,19:30,Cape Town City,0–1,Stellenbosch FC,,DHL Stadium,Luxolo Badi,Match Report,
2024-03-05,19:30,AmaZulu,1–1,Moroka Swallows,,Moses Mabhida Stadium,Abongile Tom,Match Report,
2024-03-05,19:30,Kaizer Chiefs,1–0,Golden Arrows,,Peter Mokaba Stadium,Thando Ndzandzeka,Match Report,
2024-03-06,19:30,Orlando Pirates,1–1,Ajax Cape Town,,Orlando Stadium,Eugene Mdluli,Match Report,
2024-03-06,19:30,Sekhukhune United FC,1–0,Royal Eagles FC,,Pietersburg Stadium,,Match Report,
2024-03-06,19:30,Chippa Utd,3–0,Richards Bay FC,,Nelson Mandela Bay Stadium,,Match Report,
2024-03-09,15:30,Orlando Pirates,3–2,Kaizer Chiefs,,Orlando Stadium,Jelly Chavani,Match Report,
2024-03-09,17:30,SuperSport,1–1,AmaZulu,,Lucas Masterpieces Moripe Stadium,Thabo khabela,Match Report,
2024-03-09,17:30,Moroka Swallows,1–4,Sekhukhune United FC,,Volkswagen Dobsonville Stadium,Philangenkosi Khumalo,Match Report,
2024-03-09,17:30,Stellenbosch FC,1–1,Ajax Cape Town,,Danie Craven Stadium,Olani Kwinda,Match Report,
2024-03-09,20:00,Sundowns,2–0,Chippa Utd,,Lucas Masterpieces Moripe Stadium,Sikhumbuzo Gasa,Match Report,
2024-03-09,20:00,Richards Bay FC,0–0,TS Galaxy,,King Goodwill Zwelithini Stadium,,Match Report,
2024-03-10,15:30,Polokwane City,0–1,Golden Arrows,,Pietersburg Stadium,Christopher Kistoor,Match Report,
2024-03-10,17:45,Royal Eagles FC,2–0,Cape Town City,,Harry Gwala Stadium,Masixole Bambiso,Match Report,
2024-03-12,19:30,Sundowns,1–1,SuperSport,,Loftus Versfeld Stadium,Xola Sitela,Match Report,
2024-03-30,15:30,Cape Town City,0–0,Kaizer Chiefs,,DHL Stadium,Philangenkosi Khumalo,Match Report,
2024-03-30,15:30,Polokwane City,1–0,Chippa Utd,,Pietersburg Stadium,Mokhele Thulo,Match Report,
2024-03-30,15:30,Stellenbosch FC,3–0,Royal Eagles FC,,Danie Craven Stadium,Tumi Mohlala,Match Report,
2024-03-30,15:30,Golden Arrows,2–1,Richards Bay FC,,Mpumalanga Town Stadium,,Match Report,
2024-03-30,17:30,TS Galaxy,2–0,AmaZulu,,Mbombela Stadium,Xola Sitela,Match Report,
2024-03-30,17:45,Sekhukhune United FC,2–1,Orlando Pirates,,Pietersburg Stadium,Luxolo Badi,Match Report,
2024-03-31,15:30,Ajax Cape Town,0–1,Moroka Swallows,,DHL Stadium,Sikhumbuzo Gasa,Match Report,
2024-04-02,19:30,Sundowns,1–0,Richards Bay FC,,Loftus Versfeld Stadium,Luxolo Badi,Match Report,
2024-04-02,19:30,AmaZulu,0–0,Polokwane City,,Moses Mabhida Stadium,Masixole Bambiso,Match Report,
2024-04-02,19:30,Kaizer Chiefs,0–1,Stellenbosch FC,,Peter Mokaba Stadium,Sikhumbuzo Gasa,Match Report,
2024-04-02,19:30,Sekhukhune United FC,2–2,Cape Town City,,Pietersburg Stadium,Xola Sitela,Match Report,
2024-04-03,19:30,Chippa Utd,2–0,Ajax Cape Town,,Nelson Mandela Bay Stadium,Jelly Chavani,Match Report,
2024-04-03,19:30,TS Galaxy,3–0,Royal Eagles FC,,Mbombela Stadium,,Match Report,
2024-04-03,19:30,Golden Arrows,2–2,SuperSport,,Mpumalanga Town Stadium,Olani Kwinda,Match Report,
2024-04-03,19:30,Moroka Swallows,1–1,Orlando Pirates,,Volkswagen Dobsonville Stadium,Michael Mosemeng,Match Report,
2024-04-06,15:00,Richards Bay FC,1–0,Moroka Swallows,,King Goodwill Zwelithini Stadium,Tshidiso Maruping,Match Report,
2024-04-06,15:00,Chippa Utd,2–0,Kaizer Chiefs,,Nelson Mandela Bay Stadium,Christopher Kistoor,Match Report,
2024-04-06,17:00,Stellenbosch FC,0–0,Sekhukhune United FC,,Danie Craven Stadium,Thando Ndzandzeka,Match Report,
2024-04-06,17:30,Orlando Pirates,7–1,Golden Arrows,,Orlando Stadium,Tshidiso Mkwanazi,Match Report,
2024-04-06,20:00,SuperSport,0–1,TS Galaxy,,Lucas Masterpieces Moripe Stadium,,Match Report,
2024-04-07,15:00,Cape Town City,0–1,AmaZulu,,DHL Stadium,Facundo Andújar,Match Report,
2024-04-07,15:00,Royal Eagles FC,3–2,Polokwane City,,Harry Gwala Stadium,Luxolo Badi,Match Report,
2024-04-09,19:30,Ajax Cape Town,0–1,Sundowns,,DHL Stadium,Thabo khabela,Match Report,
2024-04-15,19:30,Moroka Swallows,2–2,Sundowns,,Volkswagen Dobsonville Stadium,Jelly Chavani,Match Report,
2024-04-17,19:30,Sekhukhune United FC,1–1,Stellenbosch FC,,Pietersburg Stadium,Eugene Mdluli,Match Report,
2024-04-17,19:30,SuperSport,1–1,Polokwane City,,Lucas Masterpieces Moripe Stadium,Tshidiso Maruping,Match Report,
2024-04-20,15:00,Golden Arrows,1–1,Royal Eagles FC,,Mpumalanga Town Stadium,Luxolo Badi,Match Report,
2024-04-20,17:00,Sekhukhune United FC,1–0,Ajax Cape Town,,Pietersburg Stadium,Thando Ndzandzeka,Match Report,
2024-04-20,17:30,Orlando Pirates,1–0,AmaZulu,,Orlando Stadium,Cedrick Muvhali,Match Report,
2024-04-20,20:00,SuperSport,0–2,Chippa Utd,,Lucas Masterpieces Moripe Stadium,Facundo Andújar,Match Report,
2024-04-21,15:00,Polokwane City,2–2,Cape Town City,,Pietersburg Stadium,Sikhumbuzo Gasa,Match Report,
2024-04-21,15:00,Richards Bay FC,1–0,Kaizer Chiefs,,King Goodwill Zwelithini Stadium,Masixole Bambiso,Match Report,
2024-04-21,17:30,TS Galaxy,1–2,Stellenbosch FC,,Mbombela Stadium,Qunta Siyabulela,Match Report,
2024-04-23,19:30,Sundowns,2–1,Sekhukhune United FC,,Loftus Versfeld Stadium,Abongile Tom,Match Report,
2024-04-26,19:30,TS Galaxy,2–1,Moroka Swallows,,Lucas Masterpieces Moripe Stadium,,Match Report,
2024-04-26,19:30,Ajax Cape Town,1–0,Richards Bay FC,,Athlone Stadium,Thando Ndzandzeka,Match Report,
2024-04-27,15:00,AmaZulu,2–1,Chippa Utd,,Moses Mabhida Stadium,Olani Kwinda,Match Report,
2024-04-27,17:30,Kaizer Chiefs,2–1,SuperSport,,Peter Mokaba Stadium,Sikhumbuzo Gasa,Match Report,
2024-04-27,20:00,Stellenbosch FC,5–0,Polokwane City,,Danie Craven Stadium,Eugene Mdluli,Match Report,
2024-04-28,15:00,Royal Eagles FC,0–4,Orlando Pirates,,Harry Gwala Stadium,Christopher Kistoor,Match Report,
2024-04-28,17:30,Cape Town City,1–1,Golden Arrows,,DHL Stadium,Jelly Chavani,Match Report,
2024-04-29,19:30,Sundowns,3–0,TS Galaxy,,Loftus Versfeld Stadium,Sikhumbuzo Gasa,Match Report,
2024-04-30,19:30,Ajax Cape Town,0–1,Polokwane City,,Athlone Stadium,Facundo Andújar,Match Report,
2024-04-30,19:30,Richards Bay FC,2–1,AmaZulu,,King Goodwill Zwelithini Stadium,Thabo khabela,Match Report,
2024-05-01,15:00,Chippa Utd,1–2,Moroka Swallows,,Buffalo City Stadium,,Match Report,
2024-05-01,15:00,Cape Town City,0–2,Orlando Pirates,,DHL Stadium,Thando Ndzandzeka,Match Report,
2024-05-01,17:30,Stellenbosch FC,3–0,Golden Arrows,,Danie Craven Stadium,Qunta Siyabulela,Match Report,
2024-05-01,19:30,Royal Eagles FC,0–1,SuperSport,,Harry Gwala Stadium,Jelly Chavani,Match Report,
2024-05-02,19:30,Kaizer Chiefs,1–5,Sundowns,,FNB Stadium,Abongile Tom,Match Report,
2024-05-03,19:30,Sekhukhune United FC,0–0,TS Galaxy,,Pietersburg Stadium,Christopher Kistoor,Match Report,
2024-05-07,19:30,Royal Eagles FC,0–1,Ajax Cape Town,,Harry Gwala Stadium,,Match Report,
2024-05-07,19:30,Kaizer Chiefs,2–2,TS Galaxy,,Peter Mokaba Stadium,Cedrick Muvhali,Match Report,
2024-05-07,19:30,SuperSport,1–1,Sekhukhune United FC,,Lucas Masterpieces Moripe Stadium,Buhlebendawo Jobela,Match Report,
2024-05-07,19:30,Cape Town City,2–0,Moroka Swallows,,DHL Stadium,Philangenkosi Khumalo,Match Report,
2024-05-08,19:30,Orlando Pirates,2–0,Chippa Utd,,Orlando Stadium,Facundo Andújar,Match Report,
2024-05-08,19:30,Stellenbosch FC,0–0,AmaZulu,,Danie Craven Stadium,Olani Kwinda,Match Report,
2024-05-08,19:30,Polokwane City,0–0,Richards Bay FC,,Pietersburg Stadium,Thando Ndzandzeka,Match Report,
2024-05-08,19:30,Golden Arrows,0–0,Sundowns,,Mpumalanga Town Stadium,Mokhele Thulo,Match Report,
2024-05-10,19:30,SuperSport,0–0,Ajax Cape Town,,Peter Mokaba Stadium,Cedrick Muvhali,Match Report,
2024-05-11,15:00,Moroka Swallows,2–0,Stellenbosch FC,,Volkswagen Dobsonville Stadium,Thabo Mkhabela,Match Report,
2024-05-11,15:00,Polokwane City,0–0,Sekhukhune United FC,,Pietersburg Stadium,Facundo Andújar,Match Report,
2024-05-11,17:30,Sundowns,1–0,Royal Eagles FC,,Lucas Masterpieces Moripe Stadium,Xola Sitela,Match Report,
2024-05-11,20:00,Orlando Pirates,0–1,Richards Bay FC,,Orlando Stadium,Christopher Kistoor,Match Report,
2024-05-12,15:00,Cape Town City,1–1,TS Galaxy,,DHL Stadium,Mokhele Thulo,Match Report,
2024-05-12,15:00,Golden Arrows,1–1,Chippa Utd,,Mpumalanga Town Stadium,Thando Ndzandzeka,Match Report,
2024-05-12,17:30,AmaZulu,1–1,Kaizer Chiefs,,Moses Mabhida Stadium,Olani Kwinda,Match Report,
2024-05-14,19:30,Royal Eagles FC,0–2,Sundowns,,Harry Gwala Stadium,Akhona Makalima,Match Report,
2024-05-18,15:00,Royal Eagles FC,0–0,Chippa Utd,,Harry Gwala Stadium,Moreki Lekwape,Match Report,
2024-05-18,15:00,Sekhukhune United FC,0–1,AmaZulu,,Pietersburg Stadium,,Match Report,
2024-05-18,15:00,Golden Arrows,1–1,Ajax Cape Town,,Mpumalanga Town Stadium,Mokhele Thulo,Match Report,
