Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,
2019-08-14,19:30,Chippa Utd,1–1,Sundowns,9002.0,Nelson Mandela Bay Stadium,Victor Gomes,Match Report,
2019-08-14,19:30,Polokwane City,0–1,Bidvest Wits,2500.0,Pietersburg Stadium,Kulasande Qongqo,Match Report,
2019-08-20,19:30,Sundowns,1–1,Cape Town City,6000.0,Lucas Masterpieces Moripe Stadium,Jelly Chavani,Match Report,
2019-08-20,19:30,AmaZulu,0–0,Orlando Pirates,20000.0,King Goodwill Zwelithini Stadium,Victor Hlungwani,Match Report,
2019-08-24,15:00,Black Leopards,1–1,Highlands Park,9000.0,Thohoyandou Stadium,Abongile Tom,Match Report,
2019-08-24,15:00,Golden Arrows,2–1,Chippa Utd,3000.0,Sugar Ray Xulu Stadium,Luxolo Badi,Match Report,
2019-08-24,18:00,Kaizer Chiefs,1–1,SuperSport,15000.0,Soccer City,Olani Kwinda,Match Report,
2019-08-25,15:00,Baroka FC,0–0,Bloem Celtic,3000.0,Peter Mokaba Stadium,Thando Ndzandzeka,Match Report,
2019-08-25,15:00,Stellenbosch FC,0–0,Maritzburg Utd,2200.0,Coetzenburg Stadium,Cedrick Muvhali,Match Report,
2019-08-27,19:30,Highlands Park,2–1,AmaZulu,2000.0,Makhulong Stadium,Jelly Chavani,Match Report,
2019-08-27,19:30,Cape Town City,1–2,Kaizer Chiefs,16500.0,Cape Town Stadium,Kulasande Qongqo,Match Report,
2019-08-28,19:30,Chippa Utd,0–0,Polokwane City,1830.0,Nelson Mandela Bay Stadium,Victor Hlungwani,Match Report,
2019-08-28,19:30,Baroka FC,0–2,SuperSport,2000.0,Peter Mokaba Stadium,Masixole Bambiso,Match Report,
2019-08-28,19:30,Bidvest Wits,2–1,Stellenbosch FC,1500.0,BidVest Stadium,Philangenkosi Khumalo,Match Report,
2019-08-28,19:30,Orlando Pirates,0–0,Golden Arrows,5000.0,Orlando Stadium,Thando Ndzandzeka,Match Report,
2019-08-28,19:30,Maritzburg Utd,0–1,Black Leopards,5000.0,Harry Gwala Stadium,Luxolo Badi,Match Report,
2019-08-28,19:30,Bloem Celtic,1–2,Sundowns,17000.0,Sisa Dukashe Stadium,Olani Kwinda,Match Report,
2019-09-14,15:00,Golden Arrows,1–1,AmaZulu,5000.0,Sugar Ray Xulu Stadium,Thando Ndzandzeka,Match Report,
2019-09-14,15:00,Orlando Pirates,2–1,Chippa Utd,10000.0,Orlando Stadium,Victor Hlungwani,Match Report,
2019-09-14,18:00,Kaizer Chiefs,0–1,Polokwane City,4000.0,Soccer City,Masixole Bambiso,Match Report,
2019-09-14,20:15,SuperSport,3–3,Cape Town City,3497.0,Lucas Masterpieces Moripe Stadium,Jelly Chavani,Match Report,
2019-09-15,15:00,Bloem Celtic,2–1,Stellenbosch FC,9800.0,Sisa Dukashe Stadium,Khulekani Thusi,Match Report,
2019-09-15,15:00,Black Leopards,0–2,Baroka FC,10000.0,Thohoyandou Stadium,Abongile Tom,Match Report,
2019-09-21,15:00,Stellenbosch FC,2–2,Black Leopards,1000.0,Coetzenburg Stadium,Philangenkosi Khumalo,Match Report,
2019-09-21,15:00,Chippa Utd,0–0,Bloem Celtic,3249.0,Nelson Mandela Bay Stadium,Thando Ndzandzeka,Match Report,
2019-09-21,15:00,Polokwane City,3–1,SuperSport,2478.0,Pietersburg Stadium,Khulekani Thusi,Match Report,
2019-09-21,18:00,Sundowns,2–1,Maritzburg Utd,6000.0,Lucas Masterpieces Moripe Stadium,Victor Hlungwani,Match Report,
2019-09-21,20:15,Bidvest Wits,4–3,Orlando Pirates,15000.0,BidVest Stadium,Abongile Tom,Match Report,
2019-09-22,15:00,Baroka FC,1–2,Highlands Park,2786.0,Peter Mokaba Stadium,Luxolo Badi,Match Report,
2019-09-22,15:00,Cape Town City,1–1,Golden Arrows,4000.0,Cape Town Stadium,Victor Gomes,Match Report,
2019-09-24,15:00,AmaZulu,0–2,Kaizer Chiefs,14000.0,King Goodwill Zwelithini Stadium,Cedrick Muvhali,Match Report,
2019-09-27,20:00,Maritzburg Utd,1–0,Chippa Utd,5000.0,Harry Gwala Stadium,Kulasande Qongqo,Match Report,
2019-09-28,15:00,Orlando Pirates,3–3,Cape Town City,6000.0,Orlando Stadium,Thando Ndzandzeka,Match Report,
2019-09-28,15:00,Golden Arrows,2–2,Stellenbosch FC,3000.0,Sugar Ray Xulu Stadium,Jelly Chavani,Match Report,
2019-09-28,18:00,Kaizer Chiefs,1–0,Baroka FC,12000.0,Soccer City,Victor Gomes,Match Report,
2019-09-28,20:15,SuperSport,1–0,AmaZulu,3000.0,Lucas Masterpieces Moripe Stadium,Olani Kwinda,Match Report,
2019-09-29,15:00,Black Leopards,1–0,Bloem Celtic,8000.0,Thohoyandou Stadium,Masixole Bambiso,Match Report,
2019-09-29,15:00,Highlands Park,2–0,Polokwane City,3500.0,Makhulong Stadium,Abongile Tom,Match Report,
2019-10-01,19:30,AmaZulu,2–1,Cape Town City,2500.0,King Goodwill Zwelithini Stadium,Kulasande Qongqo,Match Report,
2019-10-01,19:30,Kaizer Chiefs,2–0,Golden Arrows,3000.0,Soccer City,Olani Kwinda,Match Report,
2019-10-01,19:30,Chippa Utd,0–1,Bidvest Wits,6572.0,Nelson Mandela Bay Stadium,Thando Ndzandzeka,Match Report,
2019-10-02,19:30,Black Leopards,1–2,Sundowns,18000.0,Thohoyandou Stadium,Cedrick Muvhali,Match Report,
2019-10-02,19:30,Maritzburg Utd,1–0,Baroka FC,4000.0,Harry Gwala Stadium,Victor Hlungwani,Match Report,
2019-10-02,19:30,Polokwane City,0–2,Stellenbosch FC,1800.0,Pietersburg Stadium,Luxolo Badi,Match Report,
2019-10-23,19:30,Sundowns,1–0,Highlands Park,5000.0,Lucas Masterpieces Moripe Stadium,Jelly Chavani,Match Report,
2019-10-25,20:00,Cape Town City,0–1,Maritzburg Utd,2000.0,Cape Town Stadium,Jelly Chavani,Match Report,
2019-10-25,20:00,SuperSport,2–2,Black Leopards,3000.0,Lucas Masterpieces Moripe Stadium,Luxolo Badi,Match Report,
2019-10-26,15:30,Stellenbosch FC,1–0,Orlando Pirates,16900.0,Coetzenburg Stadium,Abongile Tom,Match Report,
2019-10-26,15:30,Golden Arrows,2–1,Polokwane City,3000.0,Sugar Ray Xulu Stadium,Thando Ndzandzeka,Match Report,
2019-10-26,20:15,Highlands Park,2–0,Chippa Utd,2000.0,Makhulong Stadium,Khulekani Thusi,Match Report,
2019-10-27,15:30,Baroka FC,0–1,AmaZulu,300.0,Peter Mokaba Stadium,Masixole Bambiso,Match Report,
2019-10-27,15:30,Sundowns,0–2,Kaizer Chiefs,35000.0,Lucas Masterpieces Moripe Stadium,Victor Hlungwani,Match Report,
2019-10-29,19:30,Highlands Park,0–1,Orlando Pirates,11000.0,Makhulong Stadium,Abongile Tom,Match Report,
2019-10-30,19:30,Bloem Celtic,1–1,SuperSport,11500.0,Sisa Dukashe Stadium,Philangenkosi Khumalo,Match Report,
2019-11-05,19:30,Orlando Pirates,0–0,Maritzburg Utd,3220.0,Orlando Stadium,Kulasande Qongqo,Match Report,
2019-11-05,19:30,Bloem Celtic,3–1,Highlands Park,8100.0,Sisa Dukashe Stadium,Masixole Bambiso,Match Report,
2019-11-05,19:30,SuperSport,0–0,Golden Arrows,1845.0,Lucas Masterpieces Moripe Stadium,Olani Qwinda,Match Report,
2019-11-06,19:30,Baroka FC,0–0,Sundowns,4000.0,Peter Mokaba Stadium,Thando Ndzandzeka,Match Report,
2019-11-06,19:30,Cape Town City,5–3,Polokwane City,300.0,Cape Town Stadium,Victor Hlungwani,Match Report,
2019-11-06,19:30,Chippa Utd,0–2,Kaizer Chiefs,17561.0,Nelson Mandela Bay Stadium,Khulekani Thusi,Match Report,
2019-11-06,19:30,AmaZulu,2–0,Stellenbosch FC,3000.0,King Goodwill Zwelithini Stadium,Tshidiso Maruping,Match Report,
2019-11-08,20:00,Bidvest Wits,0–1,SuperSport,1000.0,BidVest Stadium,Victor Hlungwani,Match Report,
2019-11-08,20:00,Maritzburg Utd,2–2,Bloem Celtic,5000.0,Harry Gwala Stadium,Jelly Chavani,Match Report,
2019-11-09,15:30,Kaizer Chiefs,3–2,Orlando Pirates,88000.0,Soccer City,Thando Ndzandzeka,Match Report,
2019-11-09,15:30,Stellenbosch FC,0–0,Highlands Park,200.0,Coetzenburg Stadium,Luxolo Badi,Match Report,
2019-11-09,15:30,Polokwane City,0–1,Baroka FC,2800.0,Pietersburg Stadium,Kulasande Qongqo,Match Report,
2019-11-09,20:15,AmaZulu,0–2,Chippa Utd,2000.0,King Goodwill Zwelithini Stadium,Masixole Bambiso,Match Report,
2019-11-10,15:30,Black Leopards,2–1,Cape Town City,5577.0,Thohoyandou Stadium,Khulekani Thusi,Match Report,
2019-11-10,15:30,Golden Arrows,3–2,Sundowns,6000.0,Sugar Ray Xulu Stadium,Abongile Tom,Match Report,
2019-11-26,19:30,Highlands Park,1–1,Bidvest Wits,2000.0,Makhulong Stadium,Victor Gomes,Match Report,
2019-11-26,19:30,Orlando Pirates,3–2,Polokwane City,4100.0,Orlando Stadium,Masixole Bambiso,Match Report,
2019-11-26,19:30,Sundowns,1–0,AmaZulu,4000.0,Lucas Masterpieces Moripe Stadium,Jelly Chavani,Match Report,
2019-11-27,19:30,Baroka FC,0–1,Golden Arrows,2500.0,Peter Mokaba Stadium,Kulasande Qongqo,Match Report,
2019-11-27,19:30,Stellenbosch FC,0–4,Kaizer Chiefs,15000.0,Coetzenburg Stadium,Khulekani Thusi,Match Report,
2019-11-27,19:30,Bloem Celtic,0–0,Cape Town City,11100.0,Sisa Dukashe Stadium,Phelelani Ndaba,Match Report,
2019-11-27,19:30,Maritzburg Utd,0–2,SuperSport,5000.0,Harry Gwala Stadium,Thando Ndzandzeka,Match Report,
2019-11-27,19:30,Chippa Utd,3–0,Black Leopards,1863.0,Nelson Mandela Bay Stadium,Philangenkosi Khumalo,Match Report,
2019-11-30,15:30,Polokwane City,0–1,Bloem Celtic,2300.0,Pietersburg Stadium,Luxolo Badi,Match Report,
2019-11-30,18:00,Black Leopards,2–1,Golden Arrows,7000.0,Thohoyandou Stadium,Tshidiso Maruping,Match Report,
2019-11-30,18:00,Cape Town City,0–0,Highlands Park,2000.0,Cape Town Stadium,Masixole Bambiso,Match Report,
2019-11-30,20:15,SuperSport,1–1,Stellenbosch FC,2000.0,Lucas Masterpieces Moripe Stadium,Phelelani Ndaba,Match Report,
2019-12-01,15:30,AmaZulu,0–0,Maritzburg Utd,3000.0,King Goodwill Zwelithini Stadium,Victor Hlungwani,Match Report,
2019-12-01,15:30,Chippa Utd,0–0,Baroka FC,4728.0,Nelson Mandela Bay Stadium,Abongile Tom,Match Report,
2019-12-06,20:00,SuperSport,2–0,Highlands Park,1000.0,Lucas Masterpieces Moripe Stadium,Khulekani Thusi,Match Report,
2019-12-07,15:30,Black Leopards,0–0,AmaZulu,5141.0,Thohoyandou Stadium,Thando Ndzandzeka,Match Report,
2019-12-07,15:30,Baroka FC,2–2,Orlando Pirates,9722.0,Peter Mokaba Stadium,Abongile Tom,Match Report,
2019-12-07,18:00,Cape Town City,0–1,Chippa Utd,4300.0,Cape Town Stadium,Victor Gomes,Match Report,
2019-12-07,20:15,Kaizer Chiefs,5–3,Bloem Celtic,22365.0,Soccer City,Jelly Chavani,Match Report,
2019-12-08,15:30,Polokwane City,0–1,Maritzburg Utd,2500.0,Pietersburg Stadium,Eugene Mdluli,Match Report,
2019-12-11,19:30,Sundowns,3–1,Stellenbosch FC,6000.0,Loftus Versfeld Stadium,Kulasande Qongqo,Match Report,
2019-12-12,18:00,Golden Arrows,0–1,Bidvest Wits,600.0,Sugar Ray Xulu Stadium,Thando Ndzandzeka,Match Report,
2019-12-17,19:30,Bidvest Wits,1–1,Sundowns,5166.0,BidVest Stadium,Victor Gomes,Match Report,
2019-12-20,20:00,Bidvest Wits,2–0,Cape Town City,1000.0,BidVest Stadium,Victor Hlungwani,Match Report,
2019-12-21,15:30,Highlands Park,2–0,Golden Arrows,1200.0,Makhulong Stadium,Luxolo Badi,Match Report,
2019-12-21,15:30,Orlando Pirates,3–1,Black Leopards,25000.0,Orlando Stadium,Abongile Tom,Match Report,
2019-12-21,15:30,Baroka FC,0–1,Stellenbosch FC,600.0,Peter Mokaba Stadium,Thando Ndzandzeka,Match Report,
2019-12-21,18:00,Sundowns,1–0,Polokwane City,6000.0,Lucas Masterpieces Moripe Stadium,Khulekani Thusi,Match Report,
2019-12-21,20:15,Chippa Utd,1–0,SuperSport,3852.0,Nelson Mandela Bay Stadium,Masixole Bambiso,Match Report,
2019-12-22,15:30,Bloem Celtic,1–2,AmaZulu,12300.0,Sisa Dukashe Stadium,Jelly Chavani,Match Report,
2019-12-22,15:30,Maritzburg Utd,1–1,Kaizer Chiefs,10000.0,Harry Gwala Stadium,Victor Gomes,Match Report,
2020-01-03,20:00,Maritzburg Utd,2–1,Golden Arrows,4500.0,Harry Gwala Stadium,Abongile Tom,Match Report,
2020-01-04,15:30,Bloem Celtic,1–1,Orlando Pirates,20000.0,Sisa Dukashe Stadium,Victor Hlungwani,Match Report,
2020-01-04,15:30,Stellenbosch FC,0–2,Bidvest Wits,500.0,Coetzenburg Stadium,Eugene Mdluli,Match Report,
2020-01-04,15:30,Polokwane City,2–0,Chippa Utd,500.0,Pietersburg Stadium,Thando Ndzandzeka,Match Report,
2020-01-04,18:00,SuperSport,2–1,Kaizer Chiefs,21809.0,Lucas Masterpieces Moripe Stadium,Luxolo Badi,Match Report,
2020-01-04,20:15,AmaZulu,0–3,Sundowns,5683.0,King Goodwill Zwelithini Stadium,Masixole Bambiso,Match Report,
2020-01-05,15:30,Highlands Park,2–1,Black Leopards,4000.0,Makhulong Stadium,Victor Gomes,Match Report,
2020-01-05,15:30,Cape Town City,1–0,Baroka FC,2500.0,Cape Town Stadium,Kulasande Qongqo,Match Report,
2020-01-07,19:30,Polokwane City,1–4,Orlando Pirates,7435.0,Pietersburg Stadium,Victor Gomes,Match Report,
2020-01-07,19:30,Stellenbosch FC,1–2,Bloem Celtic,300.0,Coetzenburg Stadium,Cedrick Muvhali,Match Report,
2020-01-07,19:30,Sundowns,0–0,Bidvest Wits,6000.0,Lucas Masterpieces Moripe Stadium,Abongile Tom,Match Report,
2020-01-08,19:30,Black Leopards,1–2,Chippa Utd,4020.0,Thohoyandou Stadium,Tshidiso Maruping,Match Report,
2020-01-08,19:30,Golden Arrows,1–0,Baroka FC,700.0,Sugar Ray Xulu Stadium,Victor Hlungwani,Match Report,
2020-01-08,19:30,SuperSport,2–2,Maritzburg Utd,2000.0,Lucas Masterpieces Moripe Stadium,Olani Kwinda,Match Report,
2020-01-08,19:30,Kaizer Chiefs,3–0,Highlands Park,65000.0,Soccer City,Jelly Chavani,Match Report,
2020-01-08,19:30,Cape Town City,2–2,AmaZulu,5000.0,Cape Town Stadium,Thando Ndzandzeka,Match Report,
2020-01-11,15:30,Baroka FC,1–0,Polokwane City,3500.0,Peter Mokaba Stadium,Congqo Khulasande,Match Report,
2020-01-11,15:30,Highlands Park,1–4,Stellenbosch FC,3200.0,Makhulong Stadium,Masixole Bambiso,Match Report,
2020-01-11,20:15,Chippa Utd,0–0,Maritzburg Utd,8647.0,Nelson Mandela Bay Stadium,Jelly Chavani,Match Report,
2020-01-12,15:30,AmaZulu,0–2,SuperSport,3000.0,King Goodwill Zwelithini Stadium,Philangenkosi Khumalo,Match Report,
2020-01-12,15:30,Kaizer Chiefs,3–0,Cape Town City,7800.0,Soccer City,Victor Hlungwani,Match Report,
2020-01-12,15:30,Bloem Celtic,4–2,Black Leopards,11150.0,Sisa Dukashe Stadium,Thando Ndzandzeka,Match Report,
2020-01-15,19:30,Bidvest Wits,3–2,Bloem Celtic,1200.0,BidVest Stadium,Luxolo Badi,Match Report,
2020-01-15,19:30,Orlando Pirates,1–0,Sundowns,28000.0,Orlando Stadium,Victor Gomes,Match Report,
2020-01-17,20:00,Stellenbosch FC,1–0,Baroka FC,750.0,Coetzenburg Stadium,Jelly Chavani,Match Report,
2020-01-17,20:00,Maritzburg Utd,1–0,AmaZulu,6000.0,Harry Gwala Stadium,Tshidiso Maruping,Match Report,
2020-01-18,15:30,Black Leopards,1–1,Kaizer Chiefs,18000.0,Thohoyandou Stadium,Luxolo Badi,Match Report,
2020-01-18,18:00,Orlando Pirates,3–1,Highlands Park,5800.0,Orlando Stadium,Philangenkosi Khumalo,Match Report,
2020-01-18,20:15,Cape Town City,2–0,Bidvest Wits,2000.0,Cape Town Stadium,Masixole Bambiso,Match Report,
2020-01-19,15:30,SuperSport,1–2,Sundowns,12000.0,Lucas Masterpieces Moripe Stadium,Eugene Mdluli,Match Report,
2020-01-19,15:30,Bloem Celtic,1–1,Chippa Utd,3782.0,Sisa Dukashe Stadium,Thokozani Mkhize,Match Report,
2020-01-19,15:30,Polokwane City,1–1,Golden Arrows,2000.0,Pietersburg Stadium,Thando Ndzandzeka,Match Report,
2020-01-24,20:00,Cape Town City,1–0,Black Leopards,3500.0,Cape Town Stadium,Thokozani Mkhize,Match Report,
2020-01-24,20:00,SuperSport,3–0,Chippa Utd,3000.0,Lucas Masterpieces Moripe Stadium,Cedrick Muvhali,Match Report,
2020-01-25,15:30,Golden Arrows,0–1,Kaizer Chiefs,25687.0,Sugar Ray Xulu Stadium,Kulasande Qongqo,Match Report,
2020-01-25,15:30,Stellenbosch FC,1–0,Polokwane City,500.0,Coetzenburg Stadium,Victor Hlungwani,Match Report,
2020-01-25,18:00,Orlando Pirates,1–0,AmaZulu,9700.0,Orlando Stadium,Thando Ndzandzeka,Match Report,
2020-01-26,15:30,Baroka FC,2–1,Maritzburg Utd,3000.0,Peter Mokaba Stadium,Masixole Bambiso,Match Report,
2020-01-31,20:00,Maritzburg Utd,1–1,Cape Town City,6000.0,Harry Gwala Stadium,Luxolo Badi,Match Report,
2020-02-01,15:30,Golden Arrows,1–0,SuperSport,1300.0,Sugar Ray Xulu Stadium,Olani Kwinda,Match Report,
2020-02-01,18:00,Chippa Utd,1–2,Orlando Pirates,27000.0,Nelson Mandela Bay Stadium,Victor Hlungwani,Match Report,
2020-02-01,20:15,Highlands Park,1–0,Baroka FC,3244.0,Makhulong Stadium,Jelly Chavani,Match Report,
2020-02-02,15:30,Black Leopards,2–1,Stellenbosch FC,6000.0,Thohoyandou Stadium,Eugene Mdluli,Match Report,
2020-02-02,15:30,AmaZulu,1–0,Polokwane City,1500.0,King Goodwill Zwelithini Stadium,Kulasande Qongqo,Match Report,
2020-02-12,19:30,Bidvest Wits,0–1,Maritzburg Utd,2500.0,BidVest Stadium,Jelly Chavani,Match Report,
2020-02-14,20:00,Stellenbosch FC,1–0,SuperSport,1000.0,Coetzenburg Stadium,Tshidiso Maruping,Match Report,
2020-02-15,15:30,Sundowns,3–0,Chippa Utd,5000.0,Lucas Masterpieces Moripe Stadium,Jelly Chavani,Match Report,
2020-02-15,15:30,Baroka FC,0–1,Bidvest Wits,3500.0,Peter Mokaba Stadium,Kulasande Qongqo,Match Report,
2020-02-15,15:30,Highlands Park,2–0,Bloem Celtic,2000.0,Makhulong Stadium,Luxolo Badi,Match Report,
2020-02-15,18:00,Kaizer Chiefs,1–2,Maritzburg Utd,8000.0,Soccer City,Eugene Mdluli,Match Report,
2020-02-15,20:15,AmaZulu,1–2,Golden Arrows,3000.0,King Goodwill Zwelithini Stadium,Thando Ndzandzeka,Match Report,
2020-02-16,15:30,Polokwane City,3–2,Cape Town City,3000.0,Pietersburg Stadium,Victor Hlungwani,Match Report,
2020-02-16,15:30,Black Leopards,0–1,Orlando Pirates,18000.0,Thohoyandou Stadium,Masixole Bambiso,Match Report,
2020-02-19,19:30,Sundowns,2–1,Bloem Celtic,10000.0,Lucas Masterpieces Moripe Stadium,Cedrick Muvhali,Match Report,
2020-02-19,19:30,Bidvest Wits,2–2,Highlands Park,2000.0,BidVest Stadium,Masixole Bambiso,Match Report,
2020-02-28,20:00,Maritzburg Utd,3–0,Stellenbosch FC,5500.0,Harry Gwala Stadium,Thando Ndzandzeka,Match Report,
2020-02-29,15:30,Golden Arrows,1–1,Highlands Park,500.0,Sugar Ray Xulu Stadium,Cedrick Muvhali,Match Report,
2020-02-29,15:30,Orlando Pirates,0–1,Kaizer Chiefs,80808.0,Orlando Stadium,Luxolo Badi,Match Report,
2020-02-29,18:00,Chippa Utd,1–0,AmaZulu,2641.0,Nelson Mandela Bay Stadium,Abongile Tom,Match Report,
2020-02-29,20:15,SuperSport,2–0,Bidvest Wits,2630.0,Lucas Masterpieces Moripe Stadium,Kulasande Qongqo,Match Report,
2020-03-01,15:30,Bloem Celtic,2–1,Baroka FC,12350.0,Sisa Dukashe Stadium,Akhona Makhalima,Match Report,
2020-03-01,15:30,Polokwane City,2–1,Black Leopards,3500.0,Pietersburg Stadium,Thokozani Mkhize,Match Report,
2020-03-06,20:00,Maritzburg Utd,1–0,Polokwane City,6000.0,Harry Gwala Stadium,Tshidiso Maruping,Match Report,
2020-03-07,15:30,Baroka FC,2–0,Black Leopards,4000.0,Peter Mokaba Stadium,Thando Ndzandzeka,Match Report,
2020-03-07,18:00,Golden Arrows,0–0,Orlando Pirates,8000.0,Sugar Ray Xulu Stadium,Jelly Chavani,Match Report,
2020-03-07,20:15,Bidvest Wits,0–0,Chippa Utd,2000.0,BidVest Stadium,Victor Hlungwani,Match Report,
2020-03-07,20:15,Kaizer Chiefs,0–1,AmaZulu,12000.0,Soccer City,Masixole Bambiso,Match Report,
2020-03-08,15:30,Highlands Park,0–2,SuperSport,2500.0,Makhulong Stadium,Luxolo Badi,Match Report,
2020-03-08,15:30,Cape Town City,2–0,Bloem Celtic,2500.0,Cape Town Stadium,Eugene Mdluli,Match Report,
2020-03-10,19:30,Bidvest Wits,1–0,Black Leopards,2300.0,BidVest Stadium,Abongile Tom,Match Report,
2020-03-11,19:30,Stellenbosch FC,0–1,Sundowns,5000.0,Athlone Stadium,Philangenkosi Khumalo,Match Report,
2020-08-11,18:00,Sundowns,0–0,Orlando Pirates,,Volkswagen Dobsonville Stadium,Victor Gomes,Match Report,
2020-08-12,18:00,Kaizer Chiefs,1–1,Bidvest Wits,,Orlando Stadium,Abongile Tom,Match Report,
2020-08-14,15:30,Chippa Utd,0–1,Cape Town City,,Orlando Stadium,Thokozani Mkhize,Match Report,
2020-08-14,18:00,Highlands Park,1–1,Sundowns,,Volkswagen Dobsonville Stadium,Jelly Chavani,Match Report,
2020-08-15,13:30,Stellenbosch FC,1–0,Golden Arrows,,ABSA Tuks Stadium,Olani Kwinda,Match Report,
2020-08-15,13:30,AmaZulu,0–0,Baroka FC,,Lucas Masterpieces Moripe Stadium,Cedrick Muvhali,Match Report,
2020-08-15,15:30,Polokwane City,2–3,Kaizer Chiefs,,Loftus Versfeld Stadium,Thando Ndzandzeka,Match Report,
2020-08-15,18:00,Orlando Pirates,0–0,Bidvest Wits,,Emirates Airline Park,Eugene Mdluli,Match Report,
2020-08-16,15:30,Black Leopards,3–2,Maritzburg Utd,,Soccer City,Victor Gomes,Match Report,
2020-08-16,18:00,SuperSport,1–1,Bloem Celtic,,BidVest Stadium,Phelelani Ndaba,Match Report,
2020-08-17,18:00,Cape Town City,3–2,Sundowns,,Loftus Versfeld Stadium,Luxolo Badi,Match Report,
2020-08-18,15:30,Bidvest Wits,0–0,Golden Arrows,,Soccer City,Cedrick Muvhali,Match Report,
2020-08-18,15:30,Chippa Utd,0–0,Highlands Park,,Orlando Stadium,Abongile Tom,Match Report,
2020-08-18,18:00,Orlando Pirates,1–1,Baroka FC,,Emirates Airline Park,Phelelani Ndaba,Match Report,
2020-08-19,15:30,SuperSport,2–0,Polokwane City,,BidVest Stadium,Philangenkosi Khumalo,Match Report,
2020-08-19,18:00,Bloem Celtic,3–1,Kaizer Chiefs,,ABSA Tuks Stadium,Victor Hlungwani,Match Report,
2020-08-20,18:00,Stellenbosch FC,1–0,Cape Town City,,ABSA Tuks Stadium,Thando Ndzandzeka,Match Report,
2020-08-21,13:30,Golden Arrows,1–2,Black Leopards,,Emirates Airline Park,Cedrick Muvhali,Match Report,
2020-08-21,15:30,Bidvest Wits,2–1,AmaZulu,,Soccer City,Michael Mosemeng,Match Report,
2020-08-21,18:00,Maritzburg Utd,2–2,Sundowns,,Lucas Masterpieces Moripe Stadium,Abongile Tom,Match Report,
2020-08-22,15:30,Polokwane City,1–1,Highlands Park,,Loftus Versfeld Stadium,Luxolo Badi,Match Report,
2020-08-22,18:00,Baroka FC,0–1,Chippa Utd,,BidVest Stadium,Victor Gomes,Match Report,
2020-08-23,15:30,Cape Town City,1–0,Orlando Pirates,,Loftus Versfeld Stadium,Phelelani Ndaba,Match Report,
2020-08-23,18:00,Kaizer Chiefs,1–1,Stellenbosch FC,,Orlando Stadium,Jelly Chavani,Match Report,
2020-08-24,15:30,Maritzburg Utd,0–0,Bidvest Wits,,ABSA Tuks Stadium,Masixole Bambiso,Match Report,
2020-08-24,15:30,AmaZulu,2–2,Bloem Celtic,,Lucas Masterpieces Moripe Stadium,Victor Hlungwani,Match Report,
2020-08-24,18:00,Sundowns,1–0,Golden Arrows,,Volkswagen Dobsonville Stadium,Thando Ndzandzeka,Match Report,
2020-08-25,18:00,Black Leopards,0–1,SuperSport,,Soccer City,Philangenkosi Khumalo,Match Report,
2020-08-27,15:30,Bloem Celtic,1–1,Bidvest Wits,,ABSA Tuks Stadium,Akho Nzingo,Match Report,
2020-08-27,18:00,Kaizer Chiefs,0–1,Sundowns,,Orlando Stadium,Victor Gomes,Match Report,
2020-08-28,18:00,Stellenbosch FC,1–1,Chippa Utd,,ABSA Tuks Stadium,Sikhumbuzo Gasa,Match Report,
